#*$,"    ""<*$"" L0> Y nominal  ","    ""#*$"" L0 Y nominal  "
#**,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
#***,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
#*~@¤¤,"    ""<*@¤¤"" L0> Y nominal  ","    ""#*@¤¤"" L0 Y nominal  "
#+,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
#-,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
#-----[,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
#.,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
#:,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
#=,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
#@,"    ""<@"" L0> Y nominal  ","    ""#@"" L0 Y nominal  "
#@$*&,"    ""<@$*&"" L0> Y nominal  ","    ""#@$*&"" L0 Y nominal  "
#@%,"    ""<@%"" L0> Y nominal  ","    ""#@%"" L0 Y nominal  "
#¤,"    ""<¤"" L0> Y nominal  ","    ""#¤"" L0 Y nominal  "
#¤¤##¤,"    ""<¤¤##¤"" L0> Y nominal  ","    ""#¤¤##¤"" L0 Y nominal  "
#€#&,"    ""<€#&"" L0> Y nominal  ","    ""#€#&"" L0 Y nominal  "
#€%,"    ""<€%"" L0> Y nominal  ","    ""#€%"" L0 Y nominal  "
#€*,"    ""<€"" L0> Y nominal  ","    ""#€"" L0 Y nominal  "
$#!%$#,"    ""$<!%$#"" L0> Y nominal  ","    ""$#!%$#"" L0 Y nominal  "
$#¤,"    ""$<¤"" L0> Y nominal  ","    ""$#¤"" L0 Y nominal  "
%#,"    ""%<"" L0> Y nominal  ","    ""%#"" L0 Y nominal  "
%#$%,"    ""%<$%"" L0> Y nominal  ","    ""%#$%"" L0 Y nominal  "
%#%#,"    ""%<%#"" L0> Y nominal  ","    ""%#%#"" L0 Y nominal  "
%#'?,"    ""%<’"" L0> Y nominal  ","    ""%#’"" L0 Y nominal  "
%#@$#%,"    ""%<@$#%"" L0> Y nominal  ","    ""%#@$#%"" L0 Y nominal  "
%#£,"    ""%<£"" L0> Y nominal  ","    ""%#£"" L0 Y nominal  "
%%¤#,"    ""%%¤<"" L0> Y nominal  ","    ""%%¤#"" L0 Y nominal  "
%%¤##,"    ""%%¤<#"" L0> Y nominal  ","    ""%%¤##"" L0 Y nominal  "
%&^%$#,"    ""%&^%$<"" L0> Y nominal  ","    ""%&^%$#"" L0 Y nominal  "
%*#,"    ""%*<"" L0> Y nominal  ","    ""%*#"" L0 Y nominal  "
%¤#,"    ""%¤<"" L0> Y nominal  ","    ""%¤#"" L0 Y nominal  "
%¤#¤#,"    ""%¤<¤#"" L0> Y nominal  ","    ""%¤#¤#"" L0 Y nominal  "
%€#€,"    ""%€<€"" L0> Y nominal  ","    ""%€#€"" L0 Y nominal  "
&#,"    ""&<"" L0> Y nominal  ","    ""&#"" L0 Y nominal  "
&.#.,"    ""&.<"" L0> Y nominal  ","    ""&.#"" L0 Y nominal  "
"&/€#"")()""%€""?","    ""&/€<\"")()\""%€"" L0> Y nominal  ","    ""&/€#\"")()\""%€"" L0 Y nominal  "
'#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
'*#|>-.,"    ""<|"" L0> Y nominal  ","    ""#|"" L0 Y nominal  "
)(*&^%$#@!~<>?,"    ""&^%$<@!"" L0> Y nominal  ","    ""&^%$#@!"" L0 Y nominal  "
*#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
*##,"    ""<#"" L0> Y nominal  ","    ""##"" L0 Y nominal  "
+#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
+/%#,"    ""%<"" L0> Y nominal  ","    ""%#"" L0 Y nominal  "
-#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
.#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
.-<|#*',"    ""|<*’"" L0> Y nominal  ","    ""|#*’"" L0 Y nominal  "
/#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
/#/#,"    ""</#"" L0> Y nominal  ","    ""#/#"" L0 Y nominal  "
"/(€#€""€","    ""€<€\""€"" L0> Y nominal  ","    ""€#€\""€"" L0 Y nominal  "
:#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
:#:,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
:#:/,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
:-#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
;&#,"    ""&<"" L0> Y nominal  ","    ""&#"" L0 Y nominal  "
<!--#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
<#,"    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
<<·#·$,"    ""·<·$"" L0> Y nominal  ","    ""·#·$"" L0 Y nominal  "
"=""#","    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
"=""#"">","    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
"=""#""><","    ""<"" L0> Y nominal  ","    ""#"" L0 Y nominal  "
>>·#·$,"    ""·<·$"" L0> Y nominal  ","    ""·#·$"" L0 Y nominal  "
"@""#€%#€/%&","    ""@\""<€%#€/%&"" L0> Y nominal  ","    ""@\""#€%#€/%&"" L0 Y nominal  "
@#,"    ""@<"" L0> Y nominal  ","    ""@#"" L0 Y nominal  "
@#!%$#@,"    ""@<!%$#@"" L0> Y nominal  ","    ""@#!%$#@"" L0 Y nominal  "
@#%,"    ""@<%"" L0> Y nominal  ","    ""@#%"" L0 Y nominal  "
@#()(,"    ""@<"" L0> Y nominal  ","    ""@#"" L0 Y nominal  "
^#$#$%@#$^,"    ""^<$#$%@#$^"" L0> Y nominal  ","    ""^#$#$%@#$^"" L0 Y nominal  "
^#$@$#,"    ""^<$@$#"" L0> Y nominal  ","    ""^#$@$#"" L0 Y nominal  "
^%$$#,"    ""^%$$<"" L0> Y nominal  ","    ""^%$$#"" L0 Y nominal  "
^^%$^#,"    ""^^%$^<"" L0> Y nominal  ","    ""^^%$^#"" L0 Y nominal  "
£$#¤,"    ""£$<¤"" L0> Y nominal  ","    ""£$#¤"" L0 Y nominal  "
¤#,"    ""¤<"" L0> Y nominal  ","    ""¤#"" L0 Y nominal  "
¤#%,"    ""¤<%"" L0> Y nominal  ","    ""¤#%"" L0 Y nominal  "
¤#%¤,"    ""¤<%¤"" L0> Y nominal  ","    ""¤#%¤"" L0 Y nominal  "
¤%#,"    ""¤%<"" L0> Y nominal  ","    ""¤%#"" L0 Y nominal  "
"·#""·$","    ""·<\""·$"" L0> Y nominal  ","    ""·#\""·$"" L0 Y nominal  "
·#·$,"    ""·<·$"" L0> Y nominal  ","    ""·#·$"" L0 Y nominal  "
·$#,"    ""·$<"" L0> Y nominal  ","    ""·$#"" L0 Y nominal  "
€#€%&)&/&,"    ""€<€%&)&/&"" L0> Y nominal  ","    ""€#€%&)&/&"" L0 Y nominal  "
